latitude,longitude
0,0
10.820309,79.842671
10.783012,79.8395
10.779549,79.773134
10.370235,79.856078
11.024126,79.838532
11.165169,79.762086
13.154894,79.969116
13.177709,80.010086
22.618991,78.053226
13.174898,79.892838
13.1139963,79.9926446
12.740914,77.820348
12.7409127,77.8252923
12.73,77.78
30.84201996,76.11146775
12.635722,77.858385
12.357616,77.90402
12.5186113,78.21
12.516454,78.03
12.720994,77.829365
8.568269,78.125166
25.52967,85.32838
12.656397,77.66553
12.306888,77.617096
20.5428,74.5381
8.275301,77.888889
13.1634,80.243
13.1264639,80.2908116
13.178406,79.611354
12.760765,77.908681
12.335067,78.446359
10.5648,77.3418
9.332976,78.964566
9.284463,79.293438
12.625758,78.640568
10.991523,76.771163
11.114538,77.180149
10.611343,77.014704
11.128988,77.34229
11.1137,77.354425
11.103139,77.333825
11.084737,77.336103
12.99516,79.698491
10.269279,78.590651
9.8432999,78.4808775
9.96521,78.591633
10.148601,78.80145
10.135607,78.724238
10.187629,78.806106
13.040045,79.629727
11.779374,76.996025
10.658679,77.013081
11.339023,77.730133
11.349737,77.73259
10.671147,76.994547
11.454982,77.435307
11.2890873,76.9409686
8.208477,77.278476
9.6398,77.6354
9.6398,77.6354
9.61401,77.669274
22.866875,88.369235
22.887373,87.785988
22.75527335,88.34657975
23.91535,87.51765
23.675767,87.722867
22.66292542,88.3431619
22.499333,88.345517
22.4989,88.316333
22.553583,88.26
22.4828,88.374867
22.4872,88.363883
22.3592,88.433133
26.484216,89.523263
11.393579,77.885608
25.2468,88.78125
25.4,88.516667
26.3219,89.446433
26.136533,89.4611
26.34925,89.208867
26.311717,89.6688
26.360583,88.90775
23.678548,73.192855
23.11635,76.543043
22.95979612,76.64613962
22.894609,76.820198
23.022548,76.724557
22.975458,76.808662
22.690408,77.508673
18.641271,73.774093
18.672742,73.730384
18.669812,73.794382
18.637834,73.747743
18.626855,73.797739
18.583776,73.853885
18.616048,73.787595
18.671983,73.772796
27.318454,82.546801
26.317175,81.294168
17.14735,78.2889
29.009776,79.294266
21.62938,85.5814
21.72423,85.58954
22.02698,85.51892
21.97698,85.29529
21.7626,85.53893
21.65839,85.7197
21.67616,85.59123
21.69651,85.52531
21.73741,85.65032
21.7907,85.53179
21.5763,85.69057
21.70118,85.52966
21.71476,85.60808
21.8662,85.40941
21.74061,85.55286
22.07463,85.532
21.67683,85.63002
21.9709,85.4656
21.64713,85.64505
22.02812,85.42853
21.74354,85.59773
22.02794,85.53006
21.89132,85.46551
21.78428,85.62947
21.63537,85.75296
21.62948,85.66072
21.99928,85.32175
21.60111,85.62728
22.05253,85.39536
21.79742,85.56109
21.7152,85.47389
22.0035,85.37635
21.72883,85.64064
21.67844,85.67506
22.04447,85.47444
21.6776,85.58936
21.8114,85.52649
22.08631,85.32787
21.81764,85.60963
21.61284,85.80493
22.11038,85.34306
21.60728,85.71325
21.76981,85.61727
21.78271,85.54014
21.69166,85.62505
21.6963,85.54307
21.78271,85.54014
21.7907,85.53179
21.78265,85.57459
21.72609,85.5898
22.00555,85.47997
21.72587,85.54577
21.96498,85.36342
21.8430145,71.22989544
21.60551,85.65854
21.6614,85.71768
21.6963,85.54307
22.02302,85.46377
21.98952,85.51279
21.97597,85.29618
21.92238,85.39344
21.91211,85.46339
22.11733,85.38257
21.9442,85.44022
21.96473,85.42225
22.12409,85.47584
21.86829,85.39714
21.62769,85.53637
22.04369,85.5069
22.14281,85.41915
22.06959,85.2868
22.02949,85.27501
22.01899,85.3912
21.91476,85.42634
21.99986,85.49857
21.99986,85.49857
22.07572,85.47942
22.08115,85.41761
22.28625,87.920033
23.2797,87.448133
22.081533,88.141983
21.885717,87.537983
21.85663,85.4077
21.28439,85.33138
20.23770728,73.34957624
26.869333,88.741133
26.529883,88.726633
20.6481518,73.03101943
22.7409098,77.2904138
22.5932913,77.2335795
22.7024805,77.1916954
22.6410926,77.9769286
0,0
24.13342608,81.61308475
24.0809091,81.69723546
24.13246383,81.61325486
24.10125463,81.63542458
24.08073382,81.64873087
24.12344882,81.68448081
24.21445121,81.62458611
24.16192294,81.62487495
24.15553716,81.64287551
24.18820183,81.65729251
24.21244368,81.65764533
24.16702484,81.55765527
24.13486011,81.52778899
24.16453012,81.51778899
24.11089315,81.77019674
24.10088672,81.80502871
24.13303476,81.84695161
24.17793183,81.84060004
24.16000124,81.84695161
24.19306901,81.86491224
24.13082975,81.69354844
24.18601689,81.81512146
24.16559991,81.75434122
24.17131575,81.76931992
24.11292665,81.70241487
24.15299145,81.72258441
24.13800072,81.74066442
24.12344882,81.68448081
24.21445124,81.62458611
24.11089315,81.77019674
24.18452012,81.49280789
24.16416342,81.62375607
24.12303046,81.70241483
16.74,74.44
25.150286,73.583212
23.31024475,72.49053579
24.692758,79.18787
21.013882,71.5471724
25.899008,71.771145
26.15694,81.327666
23.231457,87.038574
21.34736,83.74119
21.44439,83.85555
21.08618,83.02734
21.27473,83.62804
21.26712,83.72493
22.0765,86.83649
20.66188,86.4517
20.77046,86.0811
21.01986,86.04241
26.58667,93.74558
20.83185,86.44926
20.279581,85.827312
20.22249,85.90915
22.30596,86.39619
19.83267,85.16738
26.938347,82.402135
20.276,85.84687
19.93529,85.49818
20.28037,85.84302
20.27829,85.841
20.26488,85.83426
20.28904,85.84749
20.26271,85.83344
20.33155,85.82558
20.27188,85.85846
20.27098,85.80061
20.2796,85.8469
20.29388,85.80292
20.27509,85.81155
20.25751,85.84586
20.23755,85.83304
20.24252,85.79665
23.951288,88.04684
24.46002174,88.06174457
24.1769,88.2815
19.43247,84.686571
19.162256,84.406574
19.44692,84.75898
14.6866,75.707
14.6706,75.7338
14.7394,75.7018
14.6687,75.7309
14.6207,75.6568
14.5651,75.7202
14.564,75.727
20.284491,77.407116
20.221782,77.349875
20.289373,77.282504
20.309988,77.317791
14.3064,75.8516
19.67578,84.57415
20.451959,86.262315
19.978035,76.782197
19.978035,76.782197
19.978035,76.782197
0,0
19.995568,84.346786
20.485689,85.920367
20.453426,85.903286
19.85689,84.32331
22.72118,86.369674
19.74763,84.08887
20.06561,83.66937
20.05958,83.75858
21.35914,84.66295
25.265691,87.546384
25.245118,87.634182
25.280714,87.514854
20.72,83.8
20.48767,84.62484
20.94244,86.31905
